guid,Country,Country Link,Capital,Capital Link,Flag,Map,Country:ru,Country Link:ru,Capital:ru,Capital Link:ru,Country:hr,tags
d!}(HCT2fr,Ethiopia,https://en.wikipedia.org/wiki/Ethiopia,Addis Ababa,https://en.wikipedia.org/wiki/Addis_Ababa,"<img src=""Ethiopia (1).png"" />","<img src=""Ethiopia.png"" />",Эфио́пия,https://ru.wikipedia.org/wiki/%D0%AD%D1%84%D0%B8%D0%BE%D0%BF%D0%B8%D1%8F,Адди́с-Абе́ба,https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D0%B4%D0%B8%D1%81-%D0%90%D0%B1%D0%B5%D0%B1%D0%B0,Etiopija,Africa
mMWvl@t%1/,Gabon,https://en.wikipedia.org/wiki/Gabon,Libreville,https://en.wikipedia.org/wiki/Libreville,"<img src=""Gabon (1).png"" />","<img src=""Gabon.png"" />",Габо́н,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%BE%D0%BD,Либреви́ль,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B1%D1%80%D0%B5%D0%B2%D0%B8%D0%BB%D1%8C,Gabon,Africa
lr<05NC`;t,Gambia,https://en.wikipedia.org/wiki/The_Gambia,Banjul,https://en.wikipedia.org/wiki/Banjul,"<img src=""Gambia (1).png"" />","<img src=""Gambia.png"" />",Га́мбия,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B1%D0%B8%D1%8F,Банжу́л,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BD%D0%B6%D1%83%D0%BB,Gambija,Africa
k`Ujm({jn.,Lesotho,https://en.wikipedia.org/wiki/Lesotho,Maseru,https://en.wikipedia.org/wiki/Maseru,"<img src=""Lesotho (1).png"" />","<img src=""Lesotho.png"" />",Лесо́то,https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D0%BE%D1%82%D0%BE,Ма́серу,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D0%B5%D1%80%D1%83,Lesoto,Africa
"qR@*;_,#bh",Liberia,https://en.wikipedia.org/wiki/Liberia,Monrovia,https://en.wikipedia.org/wiki/Monrovia,"<img src=""Liberia (1).png"" />","<img src=""Liberia.png"" />",Либе́рия,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B1%D0%B5%D1%80%D0%B8%D1%8F,Монро́вия,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D1%80%D0%BE%D0%B2%D0%B8%D1%8F,Liberija,Africa
"b,XZFK9={H",Madagascar,https://en.wikipedia.org/wiki/Madagascar,Antananarivo,https://en.wikipedia.org/wiki/Antananarivo,"<img src=""Madagascar (1).png"" />","<img src=""Madagascar.png"" />",Мадагаска́р,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B4%D0%B0%D0%B3%D0%B0%D1%81%D0%BA%D0%B0%D1%80,Антананари́ву,https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B0%D0%BD%D0%B0%D0%BD%D0%B0%D1%80%D0%B8%D0%B2%D1%83,Madagaskar,Africa
hJ.&59_<yl,Malawi,https://en.wikipedia.org/wiki/Malawi,Lilongwe,https://en.wikipedia.org/wiki/Lilongwe,"<img src=""Malawi (1).png"" />","<img src=""Malawi.png"" />",Мала́ви,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%B2%D0%B8,Лило́нгве,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BB%D0%BE%D0%BD%D0%B3%D0%B2%D0%B5,Malavi,Africa
khmfb}+^{v,Mali,https://en.wikipedia.org/wiki/Mali,Bamako,https://en.wikipedia.org/wiki/Bamako,"<img src=""Mali (1).png"" />","<img src=""Mali.png"" />",Мали́,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B8,Бамако́,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BC%D0%B0%D0%BA%D0%BE,Mali,Africa
tfKe7`wiQ&,Mauritania,https://en.wikipedia.org/wiki/Mauritania,Nouakchott,https://en.wikipedia.org/wiki/Nouakchott,"<img src=""Mauritania (1).png"" />","<img src=""Mauritania.png"" />",Маврита́ния,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B2%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F,Нуакшо́т,https://ru.wikipedia.org/wiki/%D0%9D%D1%83%D0%B0%D0%BA%D1%88%D0%BE%D1%82,Mauritanija,Africa
kjN|QfyO%n,Morocco,https://en.wikipedia.org/wiki/Morocco,Rabat,https://en.wikipedia.org/wiki/Rabat,"<img src=""Morocco (2).png"" />","<img src=""Morocco.png"" />",Маро́кко,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BE%D0%BA%D0%BA%D0%BE,Раба́т,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B1%D0%B0%D1%82,Maroko,Africa
hb15c/3wo4,Mozambique,https://en.wikipedia.org/wiki/Mozambique,Maputo,https://en.wikipedia.org/wiki/Maputo,"<img src=""Mozambique (2).png"" />","<img src=""Mozambique.png"" />",Мозамби́к,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B7%D0%B0%D0%BC%D0%B1%D0%B8%D0%BA,Мапу́ту,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BF%D1%83%D1%82%D1%83,Mozambik,Africa
qAbmV>Z[zY,Namibia,https://en.wikipedia.org/wiki/Namibia,Windhoek,https://en.wikipedia.org/wiki/Windhoek,"<img src=""Namibia (1).png"" />","<img src=""Namibia.png"" />",Нами́бия,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BC%D0%B8%D0%B1%D0%B8%D1%8F,Ви́ндхук,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BD%D0%B4%D1%85%D1%83%D0%BA,Namibija,Africa
s{(^k(SN-q,Niger,https://en.wikipedia.org/wiki/Niger,Niamey,https://en.wikipedia.org/wiki/Niamey,"<img src=""Niger (1).png"" />","<img src=""Niger.png"" />",Ни́гер,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80,Ниаме́й,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B0%D0%BC%D0%B5%D0%B9,Niger,Africa
h(P#l$l-/t,Nigeria,https://en.wikipedia.org/wiki/Nigeria,Abuja,https://en.wikipedia.org/wiki/Abuja,"<img src=""Nigeria (1).png"" />","<img src=""Nigeria.png"" />",Ниге́рия,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B3%D0%B5%D1%80%D0%B8%D1%8F,Абу́джа,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83%D0%B4%D0%B6%D0%B0,Nigerija,Africa
"r,_/BDI7B?",Republic of Congo,https://en.wikipedia.org/wiki/Republic_of_the_Congo,Brazzaville,https://en.wikipedia.org/wiki/Brazzaville,"<img src=""RepublicCongo.png"" />","<img src=""Republic-of-Congo.png"" />",Респу́блика Ко́нго,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0_%D0%9A%D0%BE%D0%BD%D0%B3%D0%BE,Браззави́ль,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B7%D0%B7%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C,Kongo,Africa
fq(?qT@B*F,Rwanda,https://en.wikipedia.org/wiki/Rwanda,Kigali,https://en.wikipedia.org/wiki/Kigali,"<img src=""Rwanda (1).png"" />","<img src=""Rwanda.png"" />",Руа́нда,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B0%D0%BD%D0%B4%D0%B0,Кига́ли,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%B3%D0%B0%D0%BB%D0%B8,Ruanda,Africa
sbaWPZ=nT6,Senegal,https://en.wikipedia.org/wiki/Senegal,Dakar,https://en.wikipedia.org/wiki/Dakar,"<img src=""Senegal (1).png"" />","<img src=""Senegal.png"" />",Сенега́л,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D0%B3%D0%B0%D0%BB,Дака́р,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BA%D0%B0%D1%80,Senegal,Africa
cS9)xMEA8e,Seychelles,https://en.wikipedia.org/wiki/Seychelles,Victoria,"https://en.wikipedia.org/wiki/Victoria,_Seychelles","<img src=""Seychelles (1).png"" />","<img src=""Seychelles.png"" />",Сейше́льские Острова́,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B9%D1%88%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B5_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B0,Викто́рия,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%B8%D1%8F_(%D0%A1%D0%B5%D0%B9%D1%88%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B5_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B0),Sejšeli,Africa
c-07RT~tBS,Sierra Leone,https://en.wikipedia.org/wiki/Sierra_Leone,Freetown,https://en.wikipedia.org/wiki/Freetown,"<img src=""SierraLeone.png"" />","<img src=""Sierra-Leone.png"" />",Сье́рра-Лео́не,https://ru.wikipedia.org/wiki/%D0%A1%D1%8C%D0%B5%D1%80%D1%80%D0%B0-%D0%9B%D0%B5%D0%BE%D0%BD%D0%B5,Фри́таун,https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B8%D1%82%D0%B0%D1%83%D0%BD,Sijera Leone,Africa
"i.1W,$h)/-",Somalia,https://en.wikipedia.org/wiki/Somalia,Mogadishu,https://en.wikipedia.org/wiki/Mogadishu,"<img src=""Somalia (1).png"" />","<img src=""Somalia.png"" />",Сомали́,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BC%D0%B0%D0%BB%D0%B8,Могади́шо,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B3%D0%B0%D0%B4%D0%B8%D1%88%D0%BE,Somalija,Africa
c4/$zj(JZJ,South African Republic,https://en.wikipedia.org/wiki/South_African_Republic,Pretoria,https://en.wikipedia.org/wiki/Pretoria,"<img src=""SouthAfrica.png"" />","<img src=""South-African-Republic.png"" />",Ю́жно-Африка́нская Респу́блика (ЮАР),https://ru.wikipedia.org/wiki/%D0%AE%D0%B6%D0%BD%D0%BE-%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0,Прето́рия,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D1%82%D0%BE%D1%80%D0%B8%D1%8F,Južnoafrička Repubilika,Africa
n/<KVvLwrE,Sudan,https://en.wikipedia.org/wiki/Sudan,Khartoum,https://en.wikipedia.org/wiki/Khartoum,"<img src=""Sudan (1).png"" />","<img src=""Sudan.png"" />",Суда́н,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D0%B0%D0%BD,Харту́м,https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D1%82%D1%83%D0%BC,Sudan,Africa
r*24|sot35,Swaziland,https://en.wikipedia.org/wiki/Swaziland,Lobamba,https://en.wikipedia.org/wiki/Lobamba,"<img src=""Swaziland (1).png"" />","<img src=""Swaziland.png"" />",Сва́зиле́нд,https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B0%D0%B7%D0%B8%D0%BB%D0%B5%D0%BD%D0%B4,Лоба́мба,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B1%D0%B0%D0%BC%D0%B1%D0%B0,Svazi,Africa
dUC9lg`nQp,Tanzania,https://en.wikipedia.org/wiki/Tanzania,Dodoma,https://en.wikipedia.org/wiki/Dodoma,"<img src=""Tanzania (1).png"" />","<img src=""Tanzania.png"" />",Танза́ния,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BD%D0%B7%D0%B0%D0%BD%D0%B8%D1%8F,Додо́ма,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B4%D0%BE%D0%BC%D0%B0,Tanzanija,Africa
er<[f?nFK@,Togo,https://en.wikipedia.org/wiki/Togo,Lomé,https://en.wikipedia.org/wiki/Lom%C3%A9,"<img src=""Togo (1).png"" />","<img src=""Togo.png"" />",То́го,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B3%D0%BE,Ломе́,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BC%D0%B5,Togo,Africa
azSt}K%v#n,Tunisia,https://en.wikipedia.org/wiki/Tunisia,Tunis,https://en.wikipedia.org/wiki/Tunis,"<img src=""Tunisia (1).png"" />","<img src=""Tunisia.png"" />",Туни́с,https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D0%BD%D0%B8%D1%81,Туни́с,https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D0%BD%D0%B8%D1%81_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4),Tunis,Africa
dw7I$r$%Pm,Uganda&nbsp;,https://en.wikipedia.org/wiki/Uganda,Kampala,https://en.wikipedia.org/wiki/Kampala,"<img src=""Uganda (1).png"" />","<img src=""Uganda.png"" />",Уга́нда,https://ru.wikipedia.org/wiki/%D0%A3%D0%B3%D0%B0%D0%BD%D0%B4%D0%B0,Кампа́ла,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%BF%D0%B0%D0%BB%D0%B0,Uganda,Africa
p;-ZH#700&,Western Sahara,https://en.wikipedia.org/wiki/Western_Sahara,El Aaiún,https://en.wikipedia.org/wiki/Laayoune,"<img src=""WestSahara.png"" />","<img src=""Western-Sahara.png"" />",За́падная Саха́ра,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BF%D0%B0%D0%B4%D0%BD%D0%B0%D1%8F_%D0%A1%D0%B0%D1%85%D0%B0%D1%80%D0%B0,Эль-Аю́н,https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D1%8C-%D0%90%D1%8E%D0%BD,Zapadna Sahara,Africa
c>[l5R5ADE,Zambia,https://en.wikipedia.org/wiki/Zambia,Lusaka,https://en.wikipedia.org/wiki/Lusaka,"<img src=""Zambia (1).png"" />","<img src=""Zambia.png"" />",За́мбия,https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BC%D0%B1%D0%B8%D1%8F,Луса́ка,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D1%81%D0%B0%D0%BA%D0%B0,Zambija,Africa
k4Q&|u5z**,Zimbabwe,https://en.wikipedia.org/wiki/Zimbabwe,Harare,https://en.wikipedia.org/wiki/Harare,"<img src=""Zimbabwe (1).png"" />","<img src=""Zimbabwe.png"" />",Зимба́бве,https://ru.wikipedia.org/wiki/%D0%97%D0%B8%D0%BC%D0%B1%D0%B0%D0%B1%D0%B2%D0%B5,Хара́ре,https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D1%80%D0%B0%D1%80%D0%B5,Zimbabve,Africa
qs;`+@jam+,Canary Islands,https://en.wikipedia.org/wiki/Canary_Islands,Santa Cruz de Tenerife / Las Palmas,https://en.wikipedia.org/wiki/Santa_Cruz_de_Tenerife,"<img src=""CanaryIslands.png"" />","<img src=""Canary-Islands.png"" />",Кана́рские острова́,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B5_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B0,Са́нта-Крус-де-Тенери́фе / Лас-Па́льмас-де-Гран-Кана́рия,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D1%82%D0%B0-%D0%9A%D1%80%D1%83%D1%81-%D0%B4%D0%B5-%D0%A2%D0%B5%D0%BD%D0%B5%D1%80%D0%B8%D1%84%D0%B5,Kanarsko otočje,Africa
j*vFeiQl8s,Ghana,https://en.wikipedia.org/wiki/Ghana,Accra,https://en.wikipedia.org/wiki/Accra,"<img src=""Ghana (1).png"" />","<img src=""Ghana.png"" />",Га́на,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D0%B0,А́ккра,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BA%D1%80%D0%B0,Gana,Africa
iPrIES)#M*,Guinea,https://en.wikipedia.org/wiki/Guinea,Conakry,https://en.wikipedia.org/wiki/Conakry,"<img src=""Guinea (1).png"" />","<img src=""Guinea.png"" />",Гвине́я,https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%B8%D0%BD%D0%B5%D1%8F,Конакри́,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%B0%D0%BA%D1%80%D0%B8,Gvineja,Africa
qXv;57GVG2,Libya,https://en.wikipedia.org/wiki/Libya,Tripoli,https://en.wikipedia.org/wiki/Tripoli,"<img src=""Libya (1).png"" />","<img src=""Libya.png"" />",Ли́вия,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B8%D1%8F,Три́поли,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%BF%D0%BE%D0%BB%D0%B8,Libija,Africa
kI&Zg7/+vu,Kazakhstan ,https://en.wikipedia.org/wiki/Kazakhstan,Astana,https://en.wikipedia.org/wiki/Astana,"<img src=""Kazakhstan (1).png"" />","<img src=""Kazakhstan.png"" />",Казахста́н,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,Астана́,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D0%B0%D0%BD%D0%B0,Kazahstan,West_Asia
~Vk|dv25b?,Afghanistan,https://en.wikipedia.org/wiki/Afghanistan,Kabul,https://en.wikipedia.org/wiki/Kabul,"<img src=""Afghanistan (1).png"" />","<img src=""Afghanistan.png"" />",Афганиста́н,https://ru.wikipedia.org/wiki/%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Кабу́л,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D1%83%D0%BB,Afganistan,West_Asia
qwEg&TVI&D,Bahrain,https://en.wikipedia.org/wiki/Bahrain,Manama,https://en.wikipedia.org/wiki/Manama,"<img src=""Bahrain (1).png"" />","<img src=""Bahrain.png"" />",Бахре́йн,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%85%D1%80%D0%B5%D0%B9%D0%BD,Мана́ма,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B0%D0%BC%D0%B0,Bahrein,West_Asia
o1fTrC.axK,Iran,https://en.wikipedia.org/wiki/Iran,Tehran,https://en.wikipedia.org/wiki/Tehran,"<img src=""Iran (1).png"" />","<img src=""Iran.png"" />",Ира́н,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%B0%D0%BD,Тегера́н,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B3%D0%B5%D1%80%D0%B0%D0%BD,Iran,West_Asia
joIyW@0o>_,Israel,https://en.wikipedia.org/wiki/Israel,Jerusalem,https://en.wikipedia.org/wiki/Jerusalem,"<img src=""Israel (1).png"" />","<img src=""Israel.png"" />",Изра́иль,https://ru.wikipedia.org/wiki/%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C,Иерусали́м,https://ru.wikipedia.org/wiki/%D0%98%D0%B5%D1%80%D1%83%D1%81%D0%B0%D0%BB%D0%B8%D0%BC,Izrael,West_Asia
ka6.3Yya8j,Iraq,https://en.wikipedia.org/wiki/Iraq,Baghdad,https://en.wikipedia.org/wiki/Baghdad,"<img src=""Iraq (1).png"" />","<img src=""Iraq.png"" />",Ира́к,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%B0%D0%BA,Багда́д,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B3%D0%B4%D0%B0%D0%B4,Irak,West_Asia
gi//{-8^kj,Jordan,https://en.wikipedia.org/wiki/Jordan,Amman,https://en.wikipedia.org/wiki/Amman,"<img src=""Jordan (1).png"" />","<img src=""Jordan.png"" />",Иорда́ния,https://ru.wikipedia.org/wiki/%D0%98%D0%BE%D1%80%D0%B4%D0%B0%D0%BD%D0%B8%D1%8F,Амма́н,https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%BC%D0%B0%D0%BD,Jordan,West_Asia
hHdK)Qa4d<,Lebanon,https://en.wikipedia.org/wiki/Lebanon,Beirut,https://en.wikipedia.org/wiki/Beirut,"<img src=""Lebanon (1).png"" />","<img src=""Lebanon.png"" />",Лива́н,https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B0%D0%BD,Бейру́т,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B9%D1%80%D1%83%D1%82,Libanon,West_Asia
f>H$Q.M^H<,Kyrgyzstan<br />,https://en.wikipedia.org/wiki/Kyrgyzstan,Bishkek,https://en.wikipedia.org/wiki/Bishkek,"<img src=""Kyrgyzstan (1).png"" />","<img src=""Kyrgyzstan.png"" />",Кирги́зия,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%B3%D0%B8%D0%B7%D0%B8%D1%8F,Бишке́к,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%88%D0%BA%D0%B5%D0%BA,Kirgistan,West_Asia
p58Q9Ipvrf,Kuwait,https://en.wikipedia.org/wiki/Kuwait,Kuwait City,https://en.wikipedia.org/wiki/Kuwait_City,"<img src=""Kuwait (1).png"" />","<img src=""Kuwait.png"" />",Куве́йт,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B2%D0%B5%D0%B9%D1%82,Эль-Куве́йт,https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D1%8C-%D0%9A%D1%83%D0%B2%D0%B5%D0%B9%D1%82,Kuvajt,West_Asia
g(z%Wh)_[o,Oman,https://en.wikipedia.org/wiki/Oman,Muscat,https://en.wikipedia.org/wiki/Muscat,"<img src=""Oman (1).png"" />","<img src=""Oman.png"" />",Ома́н,https://ru.wikipedia.org/wiki/%D0%9E%D0%BC%D0%B0%D0%BD,Мáскат,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D0%BA%D0%B0%D1%82,Oman,West_Asia
j|ywChp0@],Palestine,https://en.wikipedia.org/wiki/State_of_Palestine,Ramallah,https://en.wikipedia.org/wiki/Ramallah,"<img src=""Palestine (1).png"" />","<img src=""Palestine.png"" />",Палести́на,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%BE_%D0%9F%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D0%B0,Рама́лла,https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BC%D0%B0%D0%BB%D0%BB%D0%B0,Palestina,West_Asia
"ksK,:f=KTB",Pakistan,https://en.wikipedia.org/wiki/Pakistan,Islamabad,https://en.wikipedia.org/wiki/Islamabad,"<img src=""Pakistan (1).png"" />","<img src=""Pakistan.png"" />",Пакиста́н,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Исламаба́д,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D0%BB%D0%B0%D0%BC%D0%B0%D0%B1%D0%B0%D0%B4,Pakistan,West_Asia
gVvh#/qMPA,Qatar,https://en.wikipedia.org/wiki/Qatar,Doha,https://en.wikipedia.org/wiki/Doha,"<img src=""Qatar (1).png"" />","<img src=""Qatar.png"" />",Катáр,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%80,До́ха,https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%85%D0%B0,Katar,West_Asia
njQYN=8_4+,Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Arabia,Riyadh,https://en.wikipedia.org/wiki/Riyadh,"<img src=""SaudiArabia.png"" />","<img src=""Saudi-Arabia.png"" />",Сау́довская Ара́вия,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%83%D0%B4%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%90%D1%80%D0%B0%D0%B2%D0%B8%D1%8F,Эр-Рия́д,https://ru.wikipedia.org/wiki/%D0%AD%D1%80-%D0%A0%D0%B8%D1%8F%D0%B4,Saudijska Arabija,West_Asia
ct@VfXu9S[,Syria,https://en.wikipedia.org/wiki/Syria,Damascus,https://en.wikipedia.org/wiki/Damascus,"<img src=""Syria (1).png"" />","<img src=""Syria.png"" />",Си́рия,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8%D1%8F,Дама́ск,https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BC%D0%B0%D1%81%D0%BA,Sirija,West_Asia
j)Q$A(rk}C,Tajikistan,https://en.wikipedia.org/wiki/Tajikistan,Dushanbe,https://en.wikipedia.org/wiki/Dushanbe,"<img src=""Tajikistan (1).png"" />","<img src=""Tajikistan.png"" />",Таджикиста́н,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B4%D0%B6%D0%B8%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD,Душанбе́,https://ru.wikipedia.org/wiki/%D0%94%D1%83%D1%88%D0%B0%D0%BD%D0%B1%D0%B5,Tadžikistan,West_Asia
b2J@!u`}G),United Arab Emirates,https://en.wikipedia.org/wiki/United_Arab_Emirates,Abu Dhabi,https://en.wikipedia.org/wiki/Abu_Dhabi,"<img src=""UnitedArabEmirates.png"" />","<img src=""United-Arab-Emirates.png"" />",Объединённые Ара́бские Эмира́ты (ОАЭ),https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%8A%D0%B5%D0%B4%D0%B8%D0%BD%D1%91%D0%BD%D0%BD%D1%8B%D0%B5_%D0%90%D1%80%D0%B0%D0%B1%D1%81%D0%BA%D0%B8%D0%B5_%D0%AD%D0%BC%D0%B8%D1%80%D0%B0%D1%82%D1%8B,А́бу-Да́би,https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%83-%D0%94%D0%B0%D0%B1%D0%B8,Ujedinjeni Arapski Emirati,West_Asia
fW-OR)tx]-,Turkmenistan,https://en.wikipedia.org/wiki/Turkmenistan,Ashgabat,https://en.wikipedia.org/wiki/Ashgabat,"<img src=""Turkmenistan (1).png"" />","<img src=""Turkmenistan.png"" />",Туркме́ния,https://ru.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%BA%D0%BC%D0%B5%D0%BD%D0%B8%D1%8F,Ашхаба́д,https://ru.wikipedia.org/wiki/%D0%90%D1%88%D1%85%D0%B0%D0%B1%D0%B0%D0%B4,Turkmenistan,West_Asia
kj{V[r-AIA,Yemen,https://en.wikipedia.org/wiki/Yemen,Sana'a,https://en.wikipedia.org/wiki/Sana'a,"<img src=""Yemen (1).png"" />","<img src=""Yemen.png"" />",Йе́мен,https://ru.wikipedia.org/wiki/%D0%99%D0%B5%D0%BC%D0%B5%D0%BD,Са́на,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D0%B0,Jemen,West_Asia
